ID Consumidor,Gênero,Estado civil,Pets,Bairro
7132,F,Casado(a),1,Itaquera
7181,F,Casado(a),1,Itaquera
7252,F,Casado(a),1,Itaquera
7275,F,Casado(a),1,Itaquera
7479,F,Casado(a),1,Itaquera
7565,F,Casado(a),1,Itaquera
7569,F,Casado(a),1,Itaquera
7571,F,Casado(a),1,Itaquera
7576,F,Casado(a),1,Itaquera
7636,F,Casado(a),1,Itaquera
7806,F,Casado(a),1,Itaquera
7915,F,Casado(a),1,Itaquera
7940,F,Casado(a),1,Itaquera
8054,F,Casado(a),1,Itaquera
8140,F,Casado(a),1,Itaquera
8165,F,Casado(a),1,Itaquera
8207,F,Casado(a),1,Itaquera
8259,F,Casado(a),1,Itaquera
8310,F,Casado(a),1,Itaquera
8340,F,Casado(a),1,Itaquera
8394,F,Casado(a),1,Itaquera
8541,F,Casado(a),1,Itaquera
8574,F,Casado(a),1,Itaquera
8617,F,Casado(a),1,Itaquera
8645,F,Casado(a),1,Itaquera
8717,F,Casado(a),1,Itaquera
8730,F,Casado(a),1,Itaquera
8914,F,Casado(a),1,Itaquera
8976,F,Casado(a),1,Itaquera
8998,F,Casado(a),1,Itaquera
9006,F,Casado(a),1,Itaquera
9145,F,Casado(a),1,Itaquera
9159,F,Casado(a),1,Itaquera
9171,F,Casado(a),1,Itaquera
9297,F,Casado(a),1,Itaquera
9323,F,Casado(a),1,Itaquera
9364,F,Casado(a),1,Itaquera
9415,F,Casado(a),1,Itaquera
9420,F,Casado(a),1,Itaquera
9437,F,Casado(a),1,Itaquera
9451,F,Casado(a),1,Itaquera
9555,F,Casado(a),1,Itaquera
9612,F,Casado(a),1,Itaquera
9633,F,Casado(a),1,Itaquera
9668,F,Casado(a),1,Itaquera
9752,F,Casado(a),1,Itaquera
9788,F,Casado(a),1,Itaquera
9823,F,Casado(a),1,Itaquera
9924,F,Casado(a),1,Itaquera
10015,F,Casado(a),1,Itaquera
10101,F,Casado(a),1,Itaquera
10145,F,Casado(a),1,Itaquera
10257,F,Casado(a),1,Itaquera
28,F,Solteiro(a),1,Itaquera
127,F,Solteiro(a),1,Itaquera
128,F,Solteiro(a),1,Itaquera
154,F,Solteiro(a),1,Itaquera
178,F,Solteiro(a),1,Itaquera
187,F,Solteiro(a),1,Itaquera
280,F,Solteiro(a),1,Itaquera
398,F,Solteiro(a),1,Itaquera
406,F,Solteiro(a),1,Itaquera
417,F,Solteiro(a),1,Itaquera
467,F,Solteiro(a),1,Itaquera
476,F,Solteiro(a),1,Itaquera
570,F,Solteiro(a),1,Itaquera
594,F,Solteiro(a),1,Itaquera
625,F,Solteiro(a),1,Itaquera
636,F,Solteiro(a),1,Itaquera
746,F,Solteiro(a),1,Itaquera
786,F,Solteiro(a),1,Itaquera
808,F,Solteiro(a),1,Itaquera
909,F,Solteiro(a),1,Itaquera
934,F,Solteiro(a),1,Itaquera
967,F,Solteiro(a),1,Itaquera
979,F,Solteiro(a),1,Itaquera
1053,F,Solteiro(a),1,Itaquera
1091,F,Solteiro(a),1,Itaquera
1128,F,Solteiro(a),1,Itaquera
1145,F,Solteiro(a),1,Itaquera
1193,F,Solteiro(a),1,Itaquera
1414,F,Solteiro(a),1,Itaquera
1423,F,Solteiro(a),1,Itaquera
1499,F,Solteiro(a),1,Itaquera
1682,F,Solteiro(a),1,Itaquera
1701,F,Solteiro(a),1,Itaquera
1736,F,Solteiro(a),1,Itaquera
1748,F,Solteiro(a),1,Itaquera
1793,F,Solteiro(a),1,Itaquera
1849,F,Solteiro(a),1,Itaquera
1991,F,Solteiro(a),1,Itaquera
2041,F,Solteiro(a),1,Itaquera
2052,F,Solteiro(a),1,Itaquera
2075,F,Solteiro(a),1,Itaquera
2252,F,Solteiro(a),1,Itaquera
2279,F,Solteiro(a),1,Itaquera
2314,F,Solteiro(a),1,Itaquera
2422,F,Solteiro(a),1,Itaquera
2444,F,Solteiro(a),1,Itaquera
2493,F,Solteiro(a),1,Itaquera
2554,F,Solteiro(a),1,Itaquera
2586,F,Solteiro(a),1,Itaquera
2677,F,Solteiro(a),1,Itaquera
3015,F,Solteiro(a),1,Itaquera
3045,F,Solteiro(a),1,Itaquera
3067,F,Solteiro(a),1,Itaquera
3163,F,Solteiro(a),1,Itaquera
3191,F,Solteiro(a),1,Itaquera
3216,F,Solteiro(a),1,Itaquera
3310,F,Solteiro(a),1,Itaquera
3615,F,Solteiro(a),1,Itaquera
3630,F,Solteiro(a),1,Itaquera
3773,F,Solteiro(a),1,Itaquera
4005,F,Solteiro(a),1,Itaquera
4069,F,Solteiro(a),1,Itaquera
4100,F,Solteiro(a),1,Itaquera
4186,F,Solteiro(a),1,Itaquera
4327,F,Solteiro(a),1,Itaquera
4372,F,Solteiro(a),1,Itaquera
4405,F,Solteiro(a),1,Itaquera
4440,F,Solteiro(a),1,Itaquera
4553,F,Solteiro(a),1,Itaquera
4616,F,Solteiro(a),1,Itaquera
4891,F,Solteiro(a),1,Itaquera
5147,F,Solteiro(a),1,Itaquera
5210,F,Solteiro(a),1,Itaquera
5240,F,Solteiro(a),1,Itaquera
5264,F,Solteiro(a),1,Itaquera
5379,F,Solteiro(a),1,Itaquera
5387,F,Solteiro(a),1,Itaquera
5389,F,Solteiro(a),1,Itaquera
5400,F,Solteiro(a),1,Itaquera
5419,F,Solteiro(a),1,Itaquera
5533,F,Solteiro(a),1,Itaquera
5584,F,Solteiro(a),1,Itaquera
5585,F,Solteiro(a),1,Itaquera
5587,F,Solteiro(a),1,Itaquera
5696,F,Solteiro(a),1,Itaquera
5717,F,Solteiro(a),1,Itaquera
6003,F,Solteiro(a),1,Itaquera
6161,F,Solteiro(a),1,Itaquera
6174,F,Solteiro(a),1,Itaquera
6288,F,Solteiro(a),1,Itaquera
6318,F,Solteiro(a),1,Itaquera
6433,F,Solteiro(a),1,Itaquera
6454,F,Solteiro(a),1,Itaquera
6472,F,Solteiro(a),1,Itaquera
6488,F,Solteiro(a),1,Itaquera
6531,F,Solteiro(a),1,Itaquera
6537,F,Solteiro(a),1,Itaquera
6544,F,Solteiro(a),1,Itaquera
6565,F,Solteiro(a),1,Itaquera
6589,F,Solteiro(a),1,Itaquera
6733,F,Solteiro(a),1,Itaquera
6736,F,Solteiro(a),1,Itaquera
6936,F,Solteiro(a),1,Itaquera
7124,F,Solteiro(a),1,Itaquera
7182,F,Solteiro(a),1,Itaquera
7201,F,Solteiro(a),1,Itaquera
7206,F,Solteiro(a),1,Itaquera
7713,F,Solteiro(a),1,Itaquera
7789,F,Solteiro(a),1,Itaquera
7870,F,Solteiro(a),1,Itaquera
7910,F,Solteiro(a),1,Itaquera
7951,F,Solteiro(a),1,Itaquera
7996,F,Solteiro(a),1,Itaquera
8009,F,Solteiro(a),1,Itaquera
8195,F,Solteiro(a),1,Itaquera
8270,F,Solteiro(a),1,Itaquera
8308,F,Solteiro(a),1,Itaquera
8472,F,Solteiro(a),1,Itaquera
8747,F,Solteiro(a),1,Itaquera
8840,F,Solteiro(a),1,Itaquera
8844,F,Solteiro(a),1,Itaquera
9014,F,Solteiro(a),1,Itaquera
9032,F,Solteiro(a),1,Itaquera
9129,F,Solteiro(a),1,Itaquera
9469,F,Solteiro(a),1,Itaquera
9527,F,Solteiro(a),1,Itaquera
9543,F,Solteiro(a),1,Itaquera
9648,F,Solteiro(a),1,Itaquera
9674,F,Solteiro(a),1,Itaquera
9791,F,Solteiro(a),1,Itaquera
10118,F,Solteiro(a),1,Itaquera
995,M,Casado(a),1,Itaquera
1023,M,Casado(a),1,Itaquera
1035,M,Casado(a),1,Itaquera
1055,M,Casado(a),1,Itaquera
1388,M,Casado(a),1,Itaquera
1389,M,Casado(a),1,Itaquera
1507,M,Casado(a),1,Itaquera
1545,M,Casado(a),1,Itaquera
1589,M,Casado(a),1,Itaquera
1626,M,Casado(a),1,Itaquera
1686,M,Casado(a),1,Itaquera
1841,M,Casado(a),1,Itaquera
1883,M,Casado(a),1,Itaquera
1931,M,Casado(a),1,Itaquera
2086,M,Casado(a),1,Itaquera
2088,M,Casado(a),1,Itaquera
2177,M,Casado(a),1,Itaquera
2178,M,Casado(a),1,Itaquera
2187,M,Casado(a),1,Itaquera
2251,M,Casado(a),1,Itaquera
2377,M,Casado(a),1,Itaquera
2581,M,Casado(a),1,Itaquera
2668,M,Casado(a),1,Itaquera
2711,M,Casado(a),1,Itaquera
2808,M,Casado(a),1,Itaquera
2857,M,Casado(a),1,Itaquera
2863,M,Casado(a),1,Itaquera
2915,M,Casado(a),1,Itaquera
2988,M,Casado(a),1,Itaquera
3152,M,Casado(a),1,Itaquera
3194,M,Casado(a),1,Itaquera
3205,M,Casado(a),1,Itaquera
3222,M,Casado(a),1,Itaquera
3223,M,Casado(a),1,Itaquera
3308,M,Casado(a),1,Itaquera
3313,M,Casado(a),1,Itaquera
3316,M,Casado(a),1,Itaquera
3360,M,Casado(a),1,Itaquera
3466,M,Casado(a),1,Itaquera
3620,M,Casado(a),1,Itaquera
3683,M,Casado(a),1,Itaquera
3888,M,Casado(a),1,Itaquera
3930,M,Casado(a),1,Itaquera
4205,M,Casado(a),1,Itaquera
4292,M,Casado(a),1,Itaquera
4392,M,Casado(a),1,Itaquera
4425,M,Casado(a),1,Itaquera
4466,M,Casado(a),1,Itaquera
4479,M,Casado(a),1,Itaquera
4508,M,Casado(a),1,Itaquera
4545,M,Casado(a),1,Itaquera
4633,M,Casado(a),1,Itaquera
4856,M,Casado(a),1,Itaquera
5119,M,Casado(a),1,Itaquera
5195,M,Casado(a),1,Itaquera
5226,M,Casado(a),1,Itaquera
5297,M,Casado(a),1,Itaquera
5560,M,Casado(a),1,Itaquera
5777,M,Casado(a),1,Itaquera
5809,M,Casado(a),1,Itaquera
5859,M,Casado(a),1,Itaquera
6061,M,Casado(a),1,Itaquera
6207,M,Casado(a),1,Itaquera
6372,M,Casado(a),1,Itaquera
6395,M,Casado(a),1,Itaquera
6529,M,Casado(a),1,Itaquera
6698,M,Casado(a),1,Itaquera
6729,M,Casado(a),1,Itaquera
6982,M,Casado(a),1,Itaquera
7006,M,Casado(a),1,Itaquera
7246,M,Casado(a),1,Itaquera
7410,M,Casado(a),1,Itaquera
7446,M,Casado(a),1,Itaquera
7546,M,Casado(a),1,Itaquera
7724,M,Casado(a),1,Itaquera
7906,M,Casado(a),1,Itaquera
7924,M,Casado(a),1,Itaquera
7983,M,Casado(a),1,Itaquera
8172,M,Casado(a),1,Itaquera
8254,M,Casado(a),1,Itaquera
8283,M,Casado(a),1,Itaquera
8414,M,Casado(a),1,Itaquera
8709,M,Casado(a),1,Itaquera
8739,M,Casado(a),1,Itaquera
8745,M,Casado(a),1,Itaquera
8777,M,Casado(a),1,Itaquera
8810,M,Casado(a),1,Itaquera
8841,M,Casado(a),1,Itaquera
8901,M,Casado(a),1,Itaquera
8930,M,Casado(a),1,Itaquera
8937,M,Casado(a),1,Itaquera
9039,M,Casado(a),1,Itaquera
9092,M,Casado(a),1,Itaquera
9112,M,Casado(a),1,Itaquera
9239,M,Casado(a),1,Itaquera
9285,M,Casado(a),1,Itaquera
9310,M,Casado(a),1,Itaquera
9366,M,Casado(a),1,Itaquera
9390,M,Casado(a),1,Itaquera
9403,M,Casado(a),1,Itaquera
9528,M,Casado(a),1,Itaquera
9607,M,Casado(a),1,Itaquera
9639,M,Casado(a),1,Itaquera
9773,M,Casado(a),1,Itaquera
9787,M,Casado(a),1,Itaquera
9972,M,Casado(a),1,Itaquera
10059,M,Casado(a),1,Itaquera
10098,M,Casado(a),1,Itaquera
10102,M,Casado(a),1,Itaquera
910,M,Solteiro(a),1,Itaquera
941,M,Solteiro(a),1,Itaquera
1071,M,Solteiro(a),1,Itaquera
1074,M,Solteiro(a),1,Itaquera
1090,M,Solteiro(a),1,Itaquera
1131,M,Solteiro(a),1,Itaquera
1153,M,Solteiro(a),1,Itaquera
1166,M,Solteiro(a),1,Itaquera
1196,M,Solteiro(a),1,Itaquera
1215,M,Solteiro(a),1,Itaquera
1216,M,Solteiro(a),1,Itaquera
1466,M,Solteiro(a),1,Itaquera
1473,M,Solteiro(a),1,Itaquera
1601,M,Solteiro(a),1,Itaquera
1605,M,Solteiro(a),1,Itaquera
1611,M,Solteiro(a),1,Itaquera
1654,M,Solteiro(a),1,Itaquera
1791,M,Solteiro(a),1,Itaquera
1898,M,Solteiro(a),1,Itaquera
1956,M,Solteiro(a),1,Itaquera
1959,M,Solteiro(a),1,Itaquera
2044,M,Solteiro(a),1,Itaquera
2054,M,Solteiro(a),1,Itaquera
2147,M,Solteiro(a),1,Itaquera
2234,M,Solteiro(a),1,Itaquera
2254,M,Solteiro(a),1,Itaquera
2272,M,Solteiro(a),1,Itaquera
2304,M,Solteiro(a),1,Itaquera
2338,M,Solteiro(a),1,Itaquera
2344,M,Solteiro(a),1,Itaquera
2429,M,Solteiro(a),1,Itaquera
2525,M,Solteiro(a),1,Itaquera
2548,M,Solteiro(a),1,Itaquera
2592,M,Solteiro(a),1,Itaquera
2627,M,Solteiro(a),1,Itaquera
2879,M,Solteiro(a),1,Itaquera
3000,M,Solteiro(a),1,Itaquera
3048,M,Solteiro(a),1,Itaquera
3086,M,Solteiro(a),1,Itaquera
3092,M,Solteiro(a),1,Itaquera
3463,M,Solteiro(a),1,Itaquera
3500,M,Solteiro(a),1,Itaquera
3524,M,Solteiro(a),1,Itaquera
3709,M,Solteiro(a),1,Itaquera
3821,M,Solteiro(a),1,Itaquera
3854,M,Solteiro(a),1,Itaquera
3945,M,Solteiro(a),1,Itaquera
3979,M,Solteiro(a),1,Itaquera
4079,M,Solteiro(a),1,Itaquera
4118,M,Solteiro(a),1,Itaquera
4121,M,Solteiro(a),1,Itaquera
4221,M,Solteiro(a),1,Itaquera
4252,M,Solteiro(a),1,Itaquera
4259,M,Solteiro(a),1,Itaquera
4344,M,Solteiro(a),1,Itaquera
4375,M,Solteiro(a),1,Itaquera
4503,M,Solteiro(a),1,Itaquera
4515,M,Solteiro(a),1,Itaquera
4522,M,Solteiro(a),1,Itaquera
4670,M,Solteiro(a),1,Itaquera
4678,M,Solteiro(a),1,Itaquera
4722,M,Solteiro(a),1,Itaquera
4858,M,Solteiro(a),1,Itaquera
4873,M,Solteiro(a),1,Itaquera
4890,M,Solteiro(a),1,Itaquera
4916,M,Solteiro(a),1,Itaquera
4973,M,Solteiro(a),1,Itaquera
5009,M,Solteiro(a),1,Itaquera
5096,M,Solteiro(a),1,Itaquera
5109,M,Solteiro(a),1,Itaquera
5143,M,Solteiro(a),1,Itaquera
5206,M,Solteiro(a),1,Itaquera
5271,M,Solteiro(a),1,Itaquera
5329,M,Solteiro(a),1,Itaquera
5556,M,Solteiro(a),1,Itaquera
5615,M,Solteiro(a),1,Itaquera
5726,M,Solteiro(a),1,Itaquera
5820,M,Solteiro(a),1,Itaquera
5865,M,Solteiro(a),1,Itaquera
5869,M,Solteiro(a),1,Itaquera
5895,M,Solteiro(a),1,Itaquera
5903,M,Solteiro(a),1,Itaquera
5909,M,Solteiro(a),1,Itaquera
5977,M,Solteiro(a),1,Itaquera
5984,M,Solteiro(a),1,Itaquera
6266,M,Solteiro(a),1,Itaquera
6462,M,Solteiro(a),1,Itaquera
6478,M,Solteiro(a),1,Itaquera
6530,M,Solteiro(a),1,Itaquera
6836,M,Solteiro(a),1,Itaquera
6933,M,Solteiro(a),1,Itaquera
7193,M,Solteiro(a),1,Itaquera
7257,M,Solteiro(a),1,Itaquera
7355,M,Solteiro(a),1,Itaquera
7457,M,Solteiro(a),1,Itaquera
7562,M,Solteiro(a),1,Itaquera
7705,M,Solteiro(a),1,Itaquera
7792,M,Solteiro(a),1,Itaquera
7913,M,Solteiro(a),1,Itaquera
8059,M,Solteiro(a),1,Itaquera
8151,M,Solteiro(a),1,Itaquera
8217,M,Solteiro(a),1,Itaquera
8229,M,Solteiro(a),1,Itaquera
8240,M,Solteiro(a),1,Itaquera
8290,M,Solteiro(a),1,Itaquera
8406,M,Solteiro(a),1,Itaquera
8407,M,Solteiro(a),1,Itaquera
8500,M,Solteiro(a),1,Itaquera
8557,M,Solteiro(a),1,Itaquera
8561,M,Solteiro(a),1,Itaquera
8562,M,Solteiro(a),1,Itaquera
8665,M,Solteiro(a),1,Itaquera
8787,M,Solteiro(a),1,Itaquera
8793,M,Solteiro(a),1,Itaquera
8843,M,Solteiro(a),1,Itaquera
8884,M,Solteiro(a),1,Itaquera
8892,M,Solteiro(a),1,Itaquera
9027,M,Solteiro(a),1,Itaquera
9030,M,Solteiro(a),1,Itaquera
9068,M,Solteiro(a),1,Itaquera
9075,M,Solteiro(a),1,Itaquera
9085,M,Solteiro(a),1,Itaquera
9144,M,Solteiro(a),1,Itaquera
9236,M,Solteiro(a),1,Itaquera
9355,M,Solteiro(a),1,Itaquera
9379,M,Solteiro(a),1,Itaquera
9447,M,Solteiro(a),1,Itaquera
9495,M,Solteiro(a),1,Itaquera
9507,M,Solteiro(a),1,Itaquera
9687,M,Solteiro(a),1,Itaquera
9694,M,Solteiro(a),1,Itaquera
9814,M,Solteiro(a),1,Itaquera
9863,M,Solteiro(a),1,Itaquera
9943,M,Solteiro(a),1,Itaquera
9999,M,Solteiro(a),1,Itaquera
10153,M,Solteiro(a),1,Itaquera
886,M,Casado(a),4,Itaquera
1015,M,Casado(a),4,Itaquera
1152,M,Casado(a),4,Itaquera
1185,M,Casado(a),4,Itaquera
1192,M,Casado(a),4,Itaquera
1306,M,Casado(a),4,Itaquera
1360,M,Casado(a),4,Itaquera
1470,M,Casado(a),4,Itaquera
1490,M,Casado(a),4,Itaquera
1541,M,Casado(a),4,Itaquera
1721,M,Casado(a),4,Itaquera
2295,M,Casado(a),4,Itaquera
2542,M,Casado(a),4,Itaquera
2555,M,Casado(a),4,Itaquera
2596,M,Casado(a),4,Itaquera
2658,M,Casado(a),4,Itaquera
2927,M,Casado(a),4,Itaquera
2976,M,Casado(a),4,Itaquera
2997,M,Casado(a),4,Itaquera
3099,M,Casado(a),4,Itaquera
3146,M,Casado(a),4,Itaquera
3198,M,Casado(a),4,Itaquera
3682,M,Casado(a),4,Itaquera
3728,M,Casado(a),4,Itaquera
3849,M,Casado(a),4,Itaquera
3897,M,Casado(a),4,Itaquera
4063,M,Casado(a),4,Itaquera
4138,M,Casado(a),4,Itaquera
4153,M,Casado(a),4,Itaquera
4228,M,Casado(a),4,Itaquera
4258,M,Casado(a),4,Itaquera
4291,M,Casado(a),4,Itaquera
4330,M,Casado(a),4,Itaquera
4342,M,Casado(a),4,Itaquera
4451,M,Casado(a),4,Itaquera
4499,M,Casado(a),4,Itaquera
4537,M,Casado(a),4,Itaquera
4682,M,Casado(a),4,Itaquera
4690,M,Casado(a),4,Itaquera
4828,M,Casado(a),4,Itaquera
4875,M,Casado(a),4,Itaquera
4877,M,Casado(a),4,Itaquera
4900,M,Casado(a),4,Itaquera
5062,M,Casado(a),4,Itaquera
5166,M,Casado(a),4,Itaquera
5476,M,Casado(a),4,Itaquera
5526,M,Casado(a),4,Itaquera
5645,M,Casado(a),4,Itaquera
5786,M,Casado(a),4,Itaquera
5970,M,Casado(a),4,Itaquera
6087,M,Casado(a),4,Itaquera
6106,M,Casado(a),4,Itaquera
6162,M,Casado(a),4,Itaquera
6168,M,Casado(a),4,Itaquera
6186,M,Casado(a),4,Itaquera
6355,M,Casado(a),4,Itaquera
6542,M,Casado(a),4,Itaquera
6744,M,Casado(a),4,Itaquera
6792,M,Casado(a),4,Itaquera
6846,M,Casado(a),4,Itaquera
6850,M,Casado(a),4,Itaquera
6940,M,Casado(a),4,Itaquera
7117,M,Casado(a),4,Itaquera
7241,M,Casado(a),4,Itaquera
7250,M,Casado(a),4,Itaquera
7319,M,Casado(a),4,Itaquera
7391,M,Casado(a),4,Itaquera
7477,M,Casado(a),4,Itaquera
7514,M,Casado(a),4,Itaquera
7570,M,Casado(a),4,Itaquera
7632,M,Casado(a),4,Itaquera
7642,M,Casado(a),4,Itaquera
7715,M,Casado(a),4,Itaquera
7821,M,Casado(a),4,Itaquera
7861,M,Casado(a),4,Itaquera
7905,M,Casado(a),4,Itaquera
7952,M,Casado(a),4,Itaquera
8242,M,Casado(a),4,Itaquera
8336,M,Casado(a),4,Itaquera
8367,M,Casado(a),4,Itaquera
8503,M,Casado(a),4,Itaquera
8546,M,Casado(a),4,Itaquera
8619,M,Casado(a),4,Itaquera
8860,M,Casado(a),4,Itaquera
8864,M,Casado(a),4,Itaquera
9020,M,Casado(a),4,Itaquera
9187,M,Casado(a),4,Itaquera
9242,M,Casado(a),4,Itaquera
9309,M,Casado(a),4,Itaquera
9491,M,Casado(a),4,Itaquera
9509,M,Casado(a),4,Itaquera
9671,M,Casado(a),4,Itaquera
9682,M,Casado(a),4,Itaquera
9885,M,Casado(a),4,Itaquera
10243,M,Casado(a),4,Itaquera
10258,M,Casado(a),4,Itaquera
950,M,Solteiro(a),4,Itaquera
1048,M,Solteiro(a),4,Itaquera
1253,M,Solteiro(a),4,Itaquera
1330,M,Solteiro(a),4,Itaquera
1352,M,Solteiro(a),4,Itaquera
1549,M,Solteiro(a),4,Itaquera
1718,M,Solteiro(a),4,Itaquera
1820,M,Solteiro(a),4,Itaquera
1821,M,Solteiro(a),4,Itaquera
1864,M,Solteiro(a),4,Itaquera
1872,M,Solteiro(a),4,Itaquera
2218,M,Solteiro(a),4,Itaquera
2242,M,Solteiro(a),4,Itaquera
2271,M,Solteiro(a),4,Itaquera
2458,M,Solteiro(a),4,Itaquera
2479,M,Solteiro(a),4,Itaquera
2760,M,Solteiro(a),4,Itaquera
2832,M,Solteiro(a),4,Itaquera
2963,M,Solteiro(a),4,Itaquera
2977,M,Solteiro(a),4,Itaquera
3478,M,Solteiro(a),4,Itaquera
3604,M,Solteiro(a),4,Itaquera
3936,M,Solteiro(a),4,Itaquera
3938,M,Solteiro(a),4,Itaquera
4115,M,Solteiro(a),4,Itaquera
4364,M,Solteiro(a),4,Itaquera
4547,M,Solteiro(a),4,Itaquera
4564,M,Solteiro(a),4,Itaquera
4627,M,Solteiro(a),4,Itaquera
4700,M,Solteiro(a),4,Itaquera
4779,M,Solteiro(a),4,Itaquera
4884,M,Solteiro(a),4,Itaquera
4928,M,Solteiro(a),4,Itaquera
4961,M,Solteiro(a),4,Itaquera
5032,M,Solteiro(a),4,Itaquera
5219,M,Solteiro(a),4,Itaquera
5593,M,Solteiro(a),4,Itaquera
5610,M,Solteiro(a),4,Itaquera
5643,M,Solteiro(a),4,Itaquera
5814,M,Solteiro(a),4,Itaquera
5844,M,Solteiro(a),4,Itaquera
6171,M,Solteiro(a),4,Itaquera
6490,M,Solteiro(a),4,Itaquera
6941,M,Solteiro(a),4,Itaquera
7120,M,Solteiro(a),4,Itaquera
7203,M,Solteiro(a),4,Itaquera
7470,M,Solteiro(a),4,Itaquera
7505,M,Solteiro(a),4,Itaquera
7558,M,Solteiro(a),4,Itaquera
7560,M,Solteiro(a),4,Itaquera
7689,M,Solteiro(a),4,Itaquera
7775,M,Solteiro(a),4,Itaquera
7904,M,Solteiro(a),4,Itaquera
8159,M,Solteiro(a),4,Itaquera
8226,M,Solteiro(a),4,Itaquera
8289,M,Solteiro(a),4,Itaquera
8718,M,Solteiro(a),4,Itaquera
8724,M,Solteiro(a),4,Itaquera
8794,M,Solteiro(a),4,Itaquera
8893,M,Solteiro(a),4,Itaquera
8919,M,Solteiro(a),4,Itaquera
8921,M,Solteiro(a),4,Itaquera
9101,M,Solteiro(a),4,Itaquera
9224,M,Solteiro(a),4,Itaquera
9247,M,Solteiro(a),4,Itaquera
9337,M,Solteiro(a),4,Itaquera
9401,M,Solteiro(a),4,Itaquera
9461,M,Solteiro(a),4,Itaquera
9501,M,Solteiro(a),4,Itaquera
9552,M,Solteiro(a),4,Itaquera
9745,M,Solteiro(a),4,Itaquera
9770,M,Solteiro(a),4,Itaquera
